ID;APLICA;Estado;Subaplicación;Funcionalidades;Severidad;Prioridad;Título;Descripción;Descripción PC1;Verificado PC1;Descripción PC2;Verificado PC2;Descripción PC3;Verificado PC3;Descripción P1;Entrada Manual P1;SCT TEST P1;SCT ANTE P1;Resultado Esperado P1;RESULTADO CP;Salida Obtenida P1;Descripción P2;Entrada Manual P2;SCT TEST P2;SCT ANTE P2;Resultado Esperado P2;Salida Obtenida P2;Descripción P3;Entrada Manual P3;SCT TEST P3;SCT ANTE P3;Resultado Esperado P3;Salida Obtenida P3;Comentarios;Dependencias CPs;Items
CPSCM061;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-32 Prueba EDW4J Distribución RÁPIDA (SCT_EDW);Probar distribución RÁPIDA, para ello configuraremos las variables de distribuidor WAS_UPDATEFILES_ENVIRONMENTS, WAS_UPDATEFILES_EXCLUDE_CAMS,WAS_UPDATEFILES_EXTENSIONS, y comprobaremos que al no ser IAS no tiene en cuenta la precompilación. ;"Configurar las variables del distribuidor:
WAS_UPDATEFILES_ENVIRONMENTS = TA
WAS_UPDATEFILES_EXCLUDE_CAMS = SIF, NEL
WAS_UPDATEFILES_EXTENSIONS = jsp, css, gif, jpg, png, htm, html, js, wsdd, xml ";;;;;;Distribución de la aplicación.;NA;SCT.N-000222 J2EE-6.1-NORMAL ESTÁTICO (sctj2ee);PRUEBA_J2EE_EDW;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que al no ser IAS no tiene en cuenta la PRECOMPILACIÓN.";;;;;;;;;;;;;;;;;Automático
CPSCM062;CORE;Disponible;DISTRIBUIDOR;NAT :J2EE.ESTATICO;Mayor;900;JAV-41 Contenido estático únicamente (contenido estático WEB).;Tipo de pase, la tecnología seleccionada da igual y lo mismo para la subaplicación seleccionada. El paquete solo contendrá elementos estáticos, que están dentro de webContent. Lo único que hace es un copy paste en el directorio destino. Dependendiendo de las variables hará despliegue rápido o no.;"Tecnología seleccionada da igual.
Subaplicación seleccionda da igual.
Formulario infraestructura subaplicación con despliegue de estáticos en WEB";;;;;;"Distribución de la aplicación.
Entornos: TEST/ANTE/PROD
Dependiendo de las variables hará despliegue rápido o no.";NA;SCT.N-000222 J2EE-6.1-NORMAL ESTÁTICO (sctj2ee);PRUEBA_J2EE_CONTEST;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que se ha realizado un copy/paste en el directorio destino.
";;;;;;;;;;;;;;;;;Automático
CPSCM063;CORE;Disponible;DISTRIBUIDOR;NAT :J2EE.ESTATICO;Mayor;900;JAV-42 Contenido estático únicamente (contenido estático WAS);Tipo de pase, la tecnología seleccionada da igual y lo mismo para la subaplicación seleccionada. El paquete solo contendrá elementos estáticos, que están dentro de webContent. El despliegue va dentro del ear.;"Tecnología seleccionada da igual.
Subaplicación seleccionda da igual.
Formulario infraestructura subaplicación con despliegue de estáticos en WAS";;;;;;"Distribución de la aplicación.
Entornos: TEST/ANTE/PROD
Dependiendo de las variables hará despliegue rápido o no.";NA;SCT.N-000222 J2EE-6.1-NORMAL ESTÁTICO (sctj2ee);PRUEBA_J2EE_CONTEST;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM064;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-51 Prueba Config. Distribución sólo cambios CONFIG. (SCT_EDW);Esta prueba consistirá en hacer una distribución solo con cambios de tipo configuración, el tipo de despliegue será CONFIG y en función de las variables de distribuidor WAS_UPDATEFILES_ENVIRONMENTS, WAS_UPDATEFILES_EXCLUDE_CAMS,WAS_UPDATEFILES_EXTENSIONS, hara despliegue rapido (config incremental o no). En esta pruena NO haremos despliegue rapido.;"Sólo cambios tipo CONFIG.
Tipo de despliegue CONFIG.
En función de las variables:
WAS_UPDATEFILES_ENVIROMENTS
WAS_UPDATEFILES_EXCLUDE_CAMS
WAS_UPDATEFILES_EXTENSIONS";;;;;;"Distribución de la aplicación.
En esta prueba NO haremos despliegue rápido.";NA;SCT.N-000232 J2EE-6.1-CONFIG_ONLY (sct_edw);PRUEBA_J2EE_CONFIG;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM065;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-52 Prueba Config. Distribución sólo cambios CONFIG. Sí se hace despliegue rápido. (SCT_EDW);Esta prueba consistirá en hacer una distribución solo con cambios de tipo configuración, el tipo de despliegue será CONFIG y en función de las variables de distribuidor WAS_UPDATEFILES_ENVIRONMENTS, WAS_UPDATEFILES_EXCLUDE_CAMS,WAS_UPDATEFILES_EXTENSIONS, hara despliegue rapido (config incremental o no). En esta pruena SI haremos despliegue rapido.;"Sólo cambios tipo CONFIG.
Tipo de despliegue CONFIG.
En función de las variables:
WAS_UPDATEFILES_ENVIROMENTS = TA
WAS_UPDATEFILES_EXCLUDE_CAMS = SIF, NEL
WAS_UPDATEFILES_EXTENSIONS = jsp, css, gif, jpg, png, htm, html, js, wsdd, xml";;;;;;"Distribución de la aplicación.
En esta prueba SÍ haremos despliegue rápido.";NA;SCT.N-000282 PRUEBA J2EE DESPLIEGUE (config);PRUEBA_J2EE_CONFIG;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM066;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-53 Prueba Config. Aplicación SIN precompilación (SCT_IAS);Esta prueba consistirá en hacer una distribución solo con cambios de tipo configuración, se forzará para que sea una aplicación que NO precompila(utilizando la expresión regular de variables de distribuidor IAS_EVITAR_PRECOMP_CONREINICIO y IAS_EVITAR_PRECOMP_SINREINICIO)  y que por tanto haga config incremental (despliegue rapido) independientemente de las variables: WAS_UPDATEFILES_ENVIRONMENTS, WAS_UPDATEFILES_EXCLUDE_CAMS,WAS_UPDATEFILES_EXTENSIONS.;"Sólo cambios tipo CONFIG.
Aplicación SIN precompilación usando las variables:
IAS_EVITAR_PRECOMP_CONREINICIO = .*_WEB/Config/Aplicacion/be.*_configapl\.properties|.*_WEB/Config/Auditoria/auditoria\.xml|.*_WEB/Config/Cache/ehcache\.xml|.*_WEB/Config/DefXML/Canales|.*_WEB/Config/Aplicacion/be.*_configapl\.properties|.*_WEB/Config/Auditoria/auditoria\.xml|.*_WEB/Config/Cache/ehcache\.xml|.*_WEB/Config/DefXML/Canales/beias_canalesServicios\.xml|.*_WEB/Config/DefXML/ConexionesServicio/beias_conexionesServicios\.xml|.*_WEB/Config/DefXML/ConexionesServicio/beias_conexionesServicios\.xml|.*_WEB/Config/GestorDeFicheros/mimetypes\.properties|.*_WEB/Config/Init/beias_configarq\.properties|.*_WEB/Config/Mail/mail.*\.properties|.*_WEB/Config/Pki/.*\.(?:p12|properties)|.*_WEB/Config/Traza/log4j.*\.properties|.*_WEB/Config/WebServices/client-config\.wsdd|.*_WEB/WebContent/arq/jsp/.*\.jsp|.*_WEB/WebContent/WEB-INF/ibm-web-(?:bnd|ext)\.(?:xmi|xml)|.*_WEB/WebContent/WEB-INF/(?:faces-config\.xml|server-config\.wsdd)
Y
 IAS_EVITAR_PRECOMP_SINREINICIO = .*_WEB/Config/Ebr/plantillaEBR.*\.beebr|.*_WEB/Config/Password|.*_WEB/Config/Pdf/.*\.pdf|.*_WEB/Config/Xsd/.*\.xsd|.*_WEB/Config/Xsl/.*\.xsl|.*_WEB/Documentaci(?:o|ó)n|.*_WEB/FileUpload/|.*_WEB/WebContent/.*(?i:\.html|\.htm|\.gif|\.js|\.css|\.htc|\.jpg|\.jpeg|\.txt|\.png)

Independiente de las variables:
WAS_UPDATEFILES_ENVIROMENTS
WAS_UPDATEFILES_EXCLUDE_CAMS
WAS_UPDATEFILES_EXTENSIONS";;;;;;Distribución de la aplicación.;NA;SCT.N-000282 PRUEBA J2EE DESPLIEGUE (config);PRUEBA_J2EE_CONFIG;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM067;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-54 Prueba Config. Aplicación CON precompilación (SCT_IAS);Esta prueba consistirá en hacer una distribución solo con cambios de tipo configuración, se forzará para que sea una aplicación que precompila(utilizando la expresión regular de variables de distribuidor IAS_EVITAR_PRECOMP_CONREINICIO y IAS_EVITAR_PRECOMP_SINREINICIO)  y que por tanto para hacer config incremental (despliegue rapido) tendrá en cuenta las variables: WAS_UPDATEFILES_ENVIRONMENTS, WAS_UPDATEFILES_EXCLUDE_CAMS,WAS_UPDATEFILES_EXTENSIONS.;"Sólo cambios tipo CONFIG.
Aplicación CON precompilación usando las variables:
IAS_EVITAR_PRECOMP_CONREINICIO = .*_WEB/Config/Aplicacion/be.*_configapl\.properties|.*_WEB/Config/Auditoria/auditoria\.xml|.*_WEB/Config/Cache/ehcache\.xml|.*_WEB/Config/DefXML/Canales|.*_WEB/Config/Aplicacion/be.*_configapl\.properties|.*_WEB/Config/Auditoria/auditoria\.xml|.*_WEB/Config/Cache/ehcache\.xml|.*_WEB/Config/DefXML/Canales/beias_canalesServicios\.xml|.*_WEB/Config/DefXML/ConexionesServicio/beias_conexionesServicios\.xml|.*_WEB/Config/DefXML/ConexionesServicio/beias_conexionesServicios\.xml|.*_WEB/Config/GestorDeFicheros/mimetypes\.properties|.*_WEB/Config/Init/beias_configarq\.properties|.*_WEB/Config/Mail/mail.*\.properties|.*_WEB/Config/Pki/.*\.(?:p12|properties)|.*_WEB/Config/Traza/log4j.*\.properties|.*_WEB/Config/WebServices/client-config\.wsdd|.*_WEB/WebContent/arq/jsp/.*\.jsp|.*_WEB/WebContent/WEB-INF/ibm-web-(?:bnd|ext)\.(?:xmi|xml)|.*_WEB/WebContent/WEB-INF/(?:faces-config\.xml|server-config\.wsdd)
Y 
IAS_EVITAR_PRECOMP_SINREINICIO = .*_WEB/Config/Ebr/plantillaEBR.*\.beebr|.*_WEB/Config/Password|.*_WEB/Config/Pdf/.*\.pdf|.*_WEB/Config/Xsd/.*\.xsd|.*_WEB/Config/Xsl/.*\.xsl|.*_WEB/Documentaci(?:o|ó)n|.*_WEB/FileUpload/|.*_WEB/WebContent/.*(?i:\.html|\.htm|\.gif|\.js|\.css|\.htc|\.jpg|\.jpeg|\.txt|\.png)

Para hacer config incremental tendrá en cuanta las variables:
WAS_UPDATEFILES_ENVIROMENTS
WAS_UPDATEFILES_EXCLUDE_CAMS
WAS_UPDATEFILES_EXTENSIONS";;;;;;Distribución de la aplicación.;NA;SCT.N-000282 PRUEBA J2EE DESPLIEGUE (config);PRUEBA_J2EE_CONFIG;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM068;CORE;Definición;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-61 Prueba IAS-BATCH (SCT_BATCH);PENDIENTE DE DEFINICIÓN;PENDIENTE DE DEFINICIÓN;;;;;;PENDIENTE DE DEFINICIÓN;NA;;PRUEBA_J2EE_IASBATCH_WIN;PENDIENTE DE DEFINICIÓN;;;;;;;;;;;;;;;;;Automático
CPSCM069;CORE;Definición;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-71 Librerías públicas (RIA p.e);La idea es hacer una distribución de una aplicación pública tipo J2EE, comprobar que una vez finalizado el pase aparece en PUBLICO. Comprobar el ciclo de vida de estas aplicaciones.;PENDIENTE DE DEFINICIÓN;;;;;;;;;;;;;;;;;;;;;;;;;;;Automático
CPSCM070;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-91 Pase Rápido;Realizar un páse rápido.;El pase debe ser RÁPIDO.;;;;;;Distribución de la aplicación.;NA;SCT.N-000250 PRUEBA_J2EE_NORMAL_01 (sctmain 6.1);PRUEBA_J2EE_RAPIDO;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM071;CORE;Definición;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-101 Pase Correctivo;Realizar un páse correctivo.;El pase debe ser CORRECTIVO.;;;;;;Distribución de la aplicación.;NA;SCT.N-000329 J2EE CORRECTIVO;PRUEBA_J2EE_CORREC;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM072;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-111 Pase Emergencia;Realizar un páse emergencia.;El pase debe ser de EMERGENCIA.;;;;;;Distribución de la aplicación.;NA;SCT.E-000330 J2EE EMERGENCIA;PRUEBA_J2EE_EMER;Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.;;;;;;;;;;;;;;;;;Automático
CPSCM073;CORE;Disponible;DISTRIBUIDOR;NAT:J2EE.GEN;Mayor;900;JAV-121 Prueba acceso links.;Comprobar que en los pases se acceden a todos los links de la derecha correctamente. Especialmente la foto de la infraestructura en el momento del pase.;Pases ejecutados y logs disponibles en el Monitor de Pases.;;;;;;Acceder LOGS de pases ejecutados.;NA;SCT.N-000223 J2EE-6.1-NORMAL EAR (sctj2ee);;Pase finalizado correctamente o no. Independientemente del resultado del pase se debe verificar y comprobar que en los pases se acceden a todos los links de la derecha correctamente. Especialmente la foto de la infraestructura en el momento del pase.;;;;;;;;;;;;;;;;;Automático
CPSCM074;CORE;Definición;DISTRIBUIDOR;NAT:.NET.GEN;Mayor;900;NET-01 Biblioteca Servidor (SCT_NET);"Tendremos que haber catalogado en el paquete previamente el proyecto con Biblioteca Servidor e indicaremos el servidor en ""Servidores destino SCM (proyectos bibliotecas de servidor) "". Comprobar que la aplicación se copia en el destino especificado en el formulario de infraestructura";"Catalogar en el paquete previamente el proyecto con ""Biblioteca Servidor"".";;"Indicar el servidor destivo en ""Servidores destino SCM (proyectos bibliotecas de servidor).""";;;;Distribución de la aplicación.;NA;;PRUEBA_NET_BSER;"Pase finalizado correctamente. Comprobar Log de Pase y verificar que no haya errores. En el caso de warnings en el log, analizar las causas, decidir al respecto y reflejar las conclusiones en los comentarios de la ejecución.
Comprobar que la aplicación se copia en el destino especificado en el formulario de infraestructura";;;;;;;;;;;;;;;;;Automático
